選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,所属チーム,birthday,主な獲得タイトル
2116520,https://baseball.yahoo.co.jp/npb/player/2116520/top,竹下 徠空,タケシタ ライア,読売ジャイアンツ,025,内野手,島根,2006年11月12日,183cm,98kg,O,右投げ右打ち,2024年,（育）6位,明徳義塾高（甲）－巨人,明徳義塾高,巨人,2006-11-12,
2104605,https://baseball.yahoo.co.jp/npb/player/2104605/top,北村 流音,キタムラ リオ,読売ジャイアンツ,027,内野手,群馬,2005年2月20日,174cm,78kg,O,右投げ右打ち,2022年,（育）8位,桐生第一高－巨人,桐生第一高,巨人,2005-2-20,
1650818,https://baseball.yahoo.co.jp/npb/player/1650818/top,鈴木 大和,スズキ ヤマト,読売ジャイアンツ,003,外野手,北海道,1999年4月27日,173cm,73kg,O,右投げ右打ち,2021年,（育）1位,北海高（甲）－北海学園大－巨人,北海高,巨人,1999-4-27,
2100225,https://baseball.yahoo.co.jp/npb/player/2100225/top,笹原 操希,ササハラ ミサキ,読売ジャイアンツ,009,外野手,長野,2004年2月9日,180cm,76kg,O,右投げ右打ち,2021年,（育）4位,上田西高（甲）－巨人,上田西高,巨人,2004-2-9,
2100531,https://baseball.yahoo.co.jp/npb/player/2100531/top,ティマ,ティマ,読売ジャイアンツ,013,外野手,ドミニカ共和国,2004年9月25日,193cm,86kg,不明,右投げ右打ち,--,--,フアン・ホセ・ドゥアルテ校－巨人,フアン・ホセ・ドゥアルテ校,巨人,2004-9-25,
2104612,https://baseball.yahoo.co.jp/npb/player/2104612/top,三塚 琉生,ミツカ ルイ,読売ジャイアンツ,031,外野手,東京,2004年5月10日,182cm,91kg,AB,左投げ左打ち,2022年,（育）6位,桐生第一高－巨人,桐生第一高,巨人,2004-5-10,
2112330,https://baseball.yahoo.co.jp/npb/player/2112330/top,平山 功太,ヒラヤマ コウタ,読売ジャイアンツ,033,外野手,広島,2004年3月16日,185cm,82kg,AB,右投げ右打ち,2023年,（育）7位,瀬戸内高－環太平洋大中退－ベイサイドリーグ・千葉－巨人,瀬戸内高,巨人,2004-3-16,
2108683,https://baseball.yahoo.co.jp/npb/player/2108683/top,フルプ,フルプ,読売ジャイアンツ,037,外野手,チェコ,1999年1月9日,193cm,99kg,不明,右投げ右打ち,--,--,ノース・グリンビル大－米独立レイクカントリー－巨人,ノース・グリンビル大,巨人,1999-1-9,
2107616,https://baseball.yahoo.co.jp/npb/player/2107616/top,大城 元,オオシロ ゲン,読売ジャイアンツ,044,外野手,沖縄,2004年7月12日,180cm,78kg,A,右投げ右打ち,2022年,（育）7位,未来沖縄高－巨人,未来沖縄高,巨人,2004-7-12,
1900109,https://baseball.yahoo.co.jp/npb/player/1900109/top,舟越 秀虎,フナコシ ヒデトラ,読売ジャイアンツ,051,外野手,福岡,2001年8月23日,182cm,71kg,O,右投げ両打ち,2019年,（育）5位,熊本・城北高－ソフトバンク－巨人,熊本・城北高,巨人,2001-8-23,
1200075,https://baseball.yahoo.co.jp/npb/player/1200075/top,石山 泰稚,イシヤマ タイチ,東京ヤクルトスワローズ,12,投手,秋田,1988年9月1日,182cm,83kg,A,右投げ右打ち,2012年,1位,金足農高－東北福祉大－ヤマハ－ヤクルト,金足農高,ヤクルト,1988-9-1,
2113273,https://baseball.yahoo.co.jp/npb/player/2113273/top,中村 優斗,ナカムラ ユウト,東京ヤクルトスワローズ,15,投手,長崎,2003年2月8日,176cm,85kg,O,右投げ左打ち,2024年,1位,諫早農高－愛知工業大－ヤクルト,諫早農高,ヤクルト,2003-2-8,
1800033,https://baseball.yahoo.co.jp/npb/player/1800033/top,清水 昇,シミズ ノボル,東京ヤクルトスワローズ,17,投手,東京,1996年10月15日,180cm,95kg,A,右投げ左打ち,2018年,1位,帝京高－国学院大－ヤクルト,帝京高,ヤクルト,1996-10-15,（中）20、21
1900024,https://baseball.yahoo.co.jp/npb/player/1900024/top,奥川 恭伸,オクガワ ヤスノブ,東京ヤクルトスワローズ,18,投手,石川,2001年4月16日,184cm,82kg,O,右投げ右打ち,2019年,1位,星稜高（甲）－ヤクルト,星稜高,ヤクルト,2001-4-16,
12113,https://baseball.yahoo.co.jp/npb/player/12113/top,石川 雅規,イシカワ マサノリ,東京ヤクルトスワローズ,19,投手,秋田,1980年1月22日,167cm,73kg,A,左投げ左打ち,2001年,自由枠,秋田商高（甲）－青山学院大－ヤクルト,秋田商高,ヤクルト,1980-1-22,（防）08（新）02（ゴ）08
2000024,https://baseball.yahoo.co.jp/npb/player/2000024/top,木澤 尚文,キザワ ナオフミ,東京ヤクルトスワローズ,20,投手,千葉,1998年4月25日,183cm,90kg,O,右投げ右打ち,2020年,1位,慶応高－慶応大－ヤクルト,慶応高,ヤクルト,1998-4-25,
2103794,https://baseball.yahoo.co.jp/npb/player/2103794/top,吉村 貢司郎,ヨシムラ コウジロウ,東京ヤクルトスワローズ,21,投手,東京,1998年1月19日,183cm,85kg,B,右投げ右打ち,2022年,1位,日大豊山高－国学院大－東芝－ヤクルト,日大豊山高,ヤクルト,1998-1-19,
1600075,https://baseball.yahoo.co.jp/npb/player/1600075/top,星 知弥,ホシ トモヤ,東京ヤクルトスワローズ,24,投手,栃木,1994年4月15日,183cm,91kg,O,右投げ右打ち,2016年,2位,宇都宮工高－明治大－ヤクルト,宇都宮工高,ヤクルト,1994-4-15,
2000025,https://baseball.yahoo.co.jp/npb/player/2000025/top,山野 太一,ヤマノ タイチ,東京ヤクルトスワローズ,26,投手,山口,1999年3月24日,173cm,81kg,B,左投げ左打ち,2020年,2位,高川学園高（甲）－東北福祉大－ヤクルト,高川学園高,ヤクルト,1999-3-24,
1750696,https://baseball.yahoo.co.jp/npb/player/1750696/top,松本 健吾,マツモト ケンゴ,東京ヤクルトスワローズ,28,投手,東京,1999年4月14日,180cm,83kg,B,右投げ右打ち,2023年,2位,東海大菅生高（甲）－亜細亜大－トヨタ自動車－ヤクルト,東海大菅生高,ヤクルト,1999-4-14,
1200076,https://baseball.yahoo.co.jp/npb/player/1200076/top,小川 泰弘,オガワ ヤスヒロ,東京ヤクルトスワローズ,29,投手,愛知,1990年5月16日,172cm,82kg,A,右投げ右打ち,2012年,2位,成章高（甲）－創価大－ヤクルト,成章高,ヤクルト,1990-5-16,（率）13（勝）13（新）13
2117400,https://baseball.yahoo.co.jp/npb/player/2117400/top,荘司 宏太,ショウジ コウタ,東京ヤクルトスワローズ,30,投手,東京,2000年5月22日,172cm,88kg,AB,左投げ左打ち,2024年,3位,駿台甲府高－国士舘大－セガサミー－ヤクルト,駿台甲府高,ヤクルト,2000-5-22,
1300029,https://baseball.yahoo.co.jp/npb/player/1300029/top,田口 麗斗,タグチ カズト,東京ヤクルトスワローズ,34,投手,広島,1995年9月14日,171cm,79kg,B,左投げ左打ち,2013年,3位,広島新庄高－巨人－ヤクルト,広島新庄高,ヤクルト,1995-9-14,
1851155,https://baseball.yahoo.co.jp/npb/player/1851155/top,石原 勇輝,イシハラ ユウキ,東京ヤクルトスワローズ,35,投手,広島,2001年8月30日,180cm,87kg,B,左投げ左打ち,2023年,3位,広陵高（甲）－明治大－ヤクルト,広陵高,ヤクルト,2001-8-30,
1961468,https://baseball.yahoo.co.jp/npb/player/1961468/top,ランバート,ランバート,東京ヤクルトスワローズ,39,投手,アメリカ,1997年4月18日,188cm,94kg,不明,右投げ右打ち,--,--,サン・ディマス高－ロッキーズ－ヤクルト,サン・ディマス高,ヤクルト,1997-4-18,
1300045,https://baseball.yahoo.co.jp/npb/player/1300045/top,高梨 裕稔,タカナシ ヒロトシ,東京ヤクルトスワローズ,40,投手,千葉,1991年6月5日,188cm,94kg,B,右投げ右打ち,2013年,4位,土気高－山梨学院大－日本ハム－ヤクルト,土気高,ヤクルト,1991-6-5,（新）16
1600121,https://baseball.yahoo.co.jp/npb/player/1600121/top,矢崎 拓也,ヤサキ タクヤ,東京ヤクルトスワローズ,41,投手,東京,1994年12月31日,176cm,99kg,O,右投げ右打ち,2016年,1位,慶応高－慶応大－広島－ヤクルト,慶応高,ヤクルト,1994-12-31,
1700094,https://baseball.yahoo.co.jp/npb/player/1700094/top,山本 大貴,ヤマモト ダイキ,東京ヤクルトスワローズ,43,投手,北海道,1995年11月10日,184cm,98kg,B,左投げ左打ち,2017年,3位,北星大付高－三菱自動車岡崎－ロッテ－ヤクルト,北星大付高,ヤクルト,1995-11-10,
1900027,https://baseball.yahoo.co.jp/npb/player/1900027/top,大西 広樹,オオニシ ヒロキ,東京ヤクルトスワローズ,44,投手,奈良,1997年11月8日,175cm,92kg,O,右投げ右打ち,2019年,4位,大商大高－大阪商業大－ヤクルト,大商大高,ヤクルト,1997-11-8,
1500139,https://baseball.yahoo.co.jp/npb/player/1500139/top,小澤 怜史,コザワ レイジ,東京ヤクルトスワローズ,45,投手,静岡,1998年3月9日,182cm,87kg,A,右投げ左打ち,2015年,2位,日大三島高－ソフトバンク－ヤクルト,日大三島高,ヤクルト,1998-3-9,
1500042,https://baseball.yahoo.co.jp/npb/player/1500042/top,高橋 奎二,タカハシ ケイジ,東京ヤクルトスワローズ,47,投手,京都,1997年5月14日,180cm,83kg,O,左投げ左打ち,2015年,3位,龍谷大平安高（甲）－ヤクルト,龍谷大平安高,ヤクルト,1997-5-14,
1700088,https://baseball.yahoo.co.jp/npb/player/1700088/top,金久保 優斗,カナクボ ユウト,東京ヤクルトスワローズ,48,投手,千葉,1999年11月4日,185cm,87kg,O,右投げ左打ち,2017年,5位,東海大市原望洋高（甲）－ヤクルト,東海大市原望洋高,ヤクルト,1999-11-4,
1651154,https://baseball.yahoo.co.jp/npb/player/1651154/top,山下 輝,ヤマシタ ヒカル,東京ヤクルトスワローズ,49,投手,千葉,1999年9月12日,188cm,98kg,B,左投げ左打ち,2021年,1位,木更津総合高（甲）－法政大－ヤクルト,木更津総合高,ヤクルト,1999-9-12,
1500040,https://baseball.yahoo.co.jp/npb/player/1500040/top,原 樹理,ハラ ジュリ,東京ヤクルトスワローズ,52,投手,兵庫,1993年7月19日,180cm,79kg,A,右投げ右打ち,2015年,1位,東洋大姫路高（甲）－東洋大－ヤクルト,東洋大姫路高,ヤクルト,1993-7-19,
1600169,https://baseball.yahoo.co.jp/npb/player/1600169/top,長谷川 宙輝,ハセガワ ヒロキ,東京ヤクルトスワローズ,53,投手,東京,1998年8月23日,176cm,86kg,O,左投げ左打ち,2016年,（育）2位,聖徳学園高－ソフトバンク－ヤクルト,聖徳学園高,ヤクルト,1998-8-23,
2107848,https://baseball.yahoo.co.jp/npb/player/2107848/top,坂本 拓己,サカモト タクミ,東京ヤクルトスワローズ,56,投手,北海道,2004年7月6日,180cm,85kg,A,左投げ左打ち,2022年,4位,知内高－ヤクルト,知内高,ヤクルト,2004-7-6,
2107150,https://baseball.yahoo.co.jp/npb/player/2107150/top,バウマン,バウマン,東京ヤクルトスワローズ,58,投手,アメリカ,1995年9月10日,193cm,108kg,不明,右投げ右打ち,--,--,ジャクソンビル大－オリオールズ－マリナーズ－ジャイアンツ－エンゼルス－マーリンズ－ヤクルト,ジャクソンビル大,ヤクルト,1995-9-10,
1900061,https://baseball.yahoo.co.jp/npb/player/1900061/top,宮川 哲,ミヤガワ テツ,東京ヤクルトスワローズ,61,投手,奈良,1995年10月10日,177cm,86kg,O,右投げ右打ち,2019年,1位,東海大山形高－上武大－東芝－西武－ヤクルト,東海大山形高,ヤクルト,1995-10-10,
2103343,https://baseball.yahoo.co.jp/npb/player/2103343/top,竹山 日向,タケヤマ ヒュウガ,東京ヤクルトスワローズ,62,投手,愛知,2003年11月2日,182cm,86kg,B,右投げ右打ち,2021年,5位,享栄高－ヤクルト,享栄高,ヤクルト,2003-11-2,
1700060,https://baseball.yahoo.co.jp/npb/player/1700060/top,阪口 皓亮,サカグチ コウスケ,東京ヤクルトスワローズ,66,投手,大阪,1999年8月15日,188cm,90kg,O,右投げ左打ち,2017年,3位,北海高（甲）－DeNA－ヤクルト,北海高,ヤクルト,1999-8-15,
2000033,https://baseball.yahoo.co.jp/npb/player/2000033/top,丸山 翔大,マルヤマ ショウタ,東京ヤクルトスワローズ,68,投手,福岡,1998年8月22日,194cm,90kg,A,右投げ左打ち,2020年,（育）4位,小倉工高－西日本工大－ヤクルト,小倉工高,ヤクルト,1998-8-22,
2105626,https://baseball.yahoo.co.jp/npb/player/2105626/top,廣澤 優,ヒロサワ ユウ,東京ヤクルトスワローズ,012,投手,東京,2001年4月27日,193cm,100kg,O,右投げ右打ち,2024年,（育）2位,日大三高（甲）－JFE東日本－四国ILplus・愛媛－ヤクルト,日大三高,ヤクルト,2001-4-27,
2107908,https://baseball.yahoo.co.jp/npb/player/2107908/top,下川 隼佑,シモカワ シュンスケ,東京ヤクルトスワローズ,013,投手,神奈川,2000年3月22日,176cm,88kg,A,右投げ右打ち,2024年,（育）3位,湘南工大付高－神奈川工科大－BCリーグ・新潟－オイシックス－ヤクルト,湘南工大付高,ヤクルト,2000-3-22,
1950494,https://baseball.yahoo.co.jp/npb/player/1950494/top,西舘 昂汰,ニシダテ コウタ,東京ヤクルトスワローズ,014,投手,福岡,2001年6月9日,189cm,94kg,不明,右投げ右打ち,2023年,1位,筑陽学園高（甲）－専修大－ヤクルト,筑陽学園高,ヤクルト,2001-6-9,
1800031,https://baseball.yahoo.co.jp/npb/player/1800031/top,沼田 翔平,ヌマタ ショウヘイ,東京ヤクルトスワローズ,015,投手,北海道,2000年6月24日,175cm,80kg,AB,右投げ右打ち,2018年,（育）3位,旭川大高（甲）－巨人－ヤクルト,旭川大高,ヤクルト,2000-6-24,
2103814,https://baseball.yahoo.co.jp/npb/player/2103814/top,西濱 勇星,ニシハマ ユウセイ,東京ヤクルトスワローズ,016,投手,群馬,2002年11月23日,181cm,80kg,O,右投げ左打ち,2022年,（育）1位,関東学園大付高－BCリーグ・群馬－オリックス－くふうハヤテ－ヤクルト,関東学園大付高,ヤクルト,2002-11-23,
2112327,https://baseball.yahoo.co.jp/npb/player/2112327/top,翔聖,ショウセイ,東京ヤクルトスワローズ,017,投手,台湾,2005年12月17日,187cm,81kg,不明,右投げ右打ち,2023年,（育）1位,鶯歌工商高－ヤクルト,鶯歌工商高,ヤクルト,2005-12-17,
1700110,https://baseball.yahoo.co.jp/npb/player/1700110/top,鈴木 康平,スズキ コウヘイ,東京ヤクルトスワローズ,018,投手,千葉,1994年1月21日,186cm,92kg,A,右投げ右打ち,2017年,2位,千葉明徳高－国際武道大－日立製作所－オリックス－巨人－ヤクルト,千葉明徳高,ヤクルト,1994-1-21,
2103715,https://baseball.yahoo.co.jp/npb/player/2103715/top,佐藤 琢磨,サトウ タクマ,東京ヤクルトスワローズ,019,投手,新潟,2000年3月18日,183cm,85kg,A,左投げ左打ち,2021年,（育）13位,新潟青陵高－新潟医療福祉大－ソフトバンク－ヤクルト,新潟青陵高,ヤクルト,2000-3-18,
1600078,https://baseball.yahoo.co.jp/npb/player/1600078/top,古賀 優大,コガ ユウダイ,東京ヤクルトスワローズ,2,捕手,福岡,1998年8月7日,177cm,83kg,B,右投げ右打ち,2016年,5位,明徳義塾高（甲）－ヤクルト,明徳義塾高,ヤクルト,1998-8-7,
900044,https://baseball.yahoo.co.jp/npb/player/900044/top,中村 悠平,ナカムラ ユウヘイ,東京ヤクルトスワローズ,27,捕手,福井,1990年6月17日,176cm,79kg,A,右投げ右打ち,2008年,3位,福井商高（甲）－ヤクルト,福井商高,ヤクルト,1990-6-17,（ベ）15、21、22（ゴ）15、21、22
1700090,https://baseball.yahoo.co.jp/npb/player/1700090/top,松本 直樹,マツモト ナオキ,東京ヤクルトスワローズ,32,捕手,香川,1993年10月17日,177cm,82kg,A,右投げ右打ち,2017年,7位,丸亀高－立教大－西濃運輸－ヤクルト,丸亀高,ヤクルト,1993-10-17,
2000026,https://baseball.yahoo.co.jp/npb/player/2000026/top,内山 壮真,ウチヤマ ソウマ,東京ヤクルトスワローズ,33,捕手,富山,2002年6月30日,172cm,76kg,O,右投げ右打ち,2020年,3位,星稜高（甲）－ヤクルト,星稜高,ヤクルト,2002-6-30,
2107172,https://baseball.yahoo.co.jp/npb/player/2107172/top,矢野 泰二郎,ヤノ タイジロウ,東京ヤクルトスワローズ,57,捕手,愛媛,2002年5月22日,179cm,80kg,O,右投げ右打ち,2024年,5位,済美高－四国ILplus・愛媛－ヤクルト,済美高,ヤクルト,2002-5-22,
2109495,https://baseball.yahoo.co.jp/npb/player/2109495/top,鈴木 叶,スズキ キョウ,東京ヤクルトスワローズ,65,捕手,静岡,2006年3月21日,181cm,81kg,O,右投げ右打ち,2023年,4位,常葉大菊川高（甲）－ヤクルト,常葉大菊川高,ヤクルト,2006-3-21,
2000100,https://baseball.yahoo.co.jp/npb/player/2000100/top,中川 拓真,ナカガワ タクマ,東京ヤクルトスワローズ,90,捕手,愛知,2002年7月17日,180cm,88kg,B,右投げ右打ち,2020年,5位,豊橋中央高－オリックス－九州アジアリーグ・熊本－ヤクルト,豊橋中央高,ヤクルト,2002-7-17,
2105063,https://baseball.yahoo.co.jp/npb/player/2105063/top,橋本 星哉,ハシモト セイヤ,東京ヤクルトスワローズ,93,捕手,兵庫,2000年9月18日,178cm,85kg,O,右投げ左打ち,2022年,（育）1位,興国高－中央学院大－ヤクルト,興国高,ヤクルト,2000-9-18,
