選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
1200117,https://baseball.yahoo.co.jp/npb/player/1200117/top,則本 昂大,則本 昂大,読売ジャイアンツ,43,投手,滋賀,1990年12月17日,178cm,89kg,A,右投左打,2012年,2位,八幡商高－三重中京大－楽天－巨人,八幡商高,三重中京大,巨人,1990-12-17,（振）14～18（セ）24（新）13
2108022,https://baseball.yahoo.co.jp/npb/player/2108022/top,又木 鉄平,又木 鉄平,読売ジャイアンツ,46,投手,山梨,1999年2月12日,182cm,95kg,A,左投左打,2023年,5位,日川高－東京情報大－日本生命－巨人,日川高,東京情報大,巨人,1999-2-12,
1450977,https://baseball.yahoo.co.jp/npb/player/1450977/top,森田 駿哉,森田 駿哉,読売ジャイアンツ,47,投手,富山,1997年2月11日,185cm,88kg,B,左投左打,2023年,2位,富山商高（甲）－法政大－Honda鈴鹿－巨人,富山商高,法政大,巨人,1997-2-11,
1900019,https://baseball.yahoo.co.jp/npb/player/1900019/top,井上 温大,井上 温大,読売ジャイアンツ,97,投手,群馬,2001年5月13日,176cm,86kg,B,左投左打,2019年,4位,前橋商高－巨人,前橋商高,,巨人,2001-5-13,
2120499,https://baseball.yahoo.co.jp/npb/player/2120499/top,松井 蓮太朗,松井 蓮太朗,読売ジャイアンツ,6,捕手,愛知,2007年8月3日,176cm,79kg,O,右投左打,2025年,（育）3位,豊橋中央高（甲）－巨人,豊橋中央高,,巨人,2007-8-3,
2000013,https://baseball.yahoo.co.jp/npb/player/2000013/top,喜多 隆介,喜多 隆介,読売ジャイアンツ,20,捕手,石川,1998年8月25日,179cm,93kg,A,右投右打,2020年,（育）2位,小松大谷高－京都先端科学大－巨人,小松大谷高,京都先端科学大,巨人,1998-8-25,
1550940,https://baseball.yahoo.co.jp/npb/player/1550940/top,亀田 啓太,亀田 啓太,読売ジャイアンツ,22,捕手,神奈川,1999年4月9日,185cm,97kg,O,右投右打,2021年,（育）3位,東海大甲府高（甲）－東海大－巨人,東海大甲府高,東海大,巨人,1999-4-9,
2110140,https://baseball.yahoo.co.jp/npb/player/2110140/top,坂本 達也,坂本 達也,読売ジャイアンツ,24,捕手,福岡,2002年8月31日,173cm,76kg,A,右投右打,2024年,（育）1位,博多工高－富士大－巨人,博多工高,富士大,巨人,2002-8-31,
2107864,https://baseball.yahoo.co.jp/npb/player/2107864/top,中田 歩夢,中田 歩夢,読売ジャイアンツ,2,内野手,青森,2004年6月27日,172cm,77kg,A,右投右打,2022年,（育）4位,東奥義塾高－巨人,東奥義塾高,,巨人,2004-6-27,
2112151,https://baseball.yahoo.co.jp/npb/player/2112151/top,村山 源,村山 源,読売ジャイアンツ,4,内野手,鹿児島,2005年6月27日,180cm,73kg,O,右投右打,2023年,（育）2位,鹿屋中央高－巨人,鹿屋中央高,,巨人,2005-6-27,
2112157,https://baseball.yahoo.co.jp/npb/player/2112157/top,田上 優弥,田上 優弥,読売ジャイアンツ,5,内野手,神奈川,2005年6月8日,180cm,90kg,O,右投右打,2023年,（育）4位,日大藤沢高－巨人,日大藤沢高,,巨人,2005-6-8,
2116520,https://baseball.yahoo.co.jp/npb/player/2116520/top,竹下 徠空,竹下 徠空,読売ジャイアンツ,25,内野手,島根,2006年11月12日,183cm,115kg,O,右投右打,2024年,（育）6位,明徳義塾高（甲）－巨人,明徳義塾高,,巨人,2006-11-12,
2104605,https://baseball.yahoo.co.jp/npb/player/2104605/top,北村 流音,北村 流音,読売ジャイアンツ,27,内野手,群馬,2005年2月20日,174cm,78kg,O,右投右打,2022年,（育）8位,桐生第一高－巨人,桐生第一高,,巨人,2005-2-20,
2000111,https://baseball.yahoo.co.jp/npb/player/2000111/top,川原田 純平,川原田 純平,読売ジャイアンツ,67,内野手,岩手,2002年5月21日,168cm,70kg,O,右投右打,2020年,4位,青森山田高－ソフトバンク－巨人,青森山田高,,巨人,2002-5-21,
1650818,https://baseball.yahoo.co.jp/npb/player/1650818/top,鈴木 大和,鈴木 大和,読売ジャイアンツ,1,外野手,北海道,1999年4月27日,173cm,73kg,O,右投右打,2021年,（育）1位,北海高（甲）－北海学園大－巨人,北海高,北海学園大,巨人,1999-4-27,
2103888,https://baseball.yahoo.co.jp/npb/player/2103888/top,知念 大成,知念 大成,読売ジャイアンツ,3,外野手,沖縄,2000年4月27日,181cm,85kg,O,左投左打,2025年,（育）5位,沖縄尚学高－沖縄電力－オイシックス－巨人,沖縄尚学高,,巨人,2000-4-27,
2107881,https://baseball.yahoo.co.jp/npb/player/2107881/top,相澤 白虎,相澤 白虎,読売ジャイアンツ,8,外野手,埼玉,2004年5月28日,178cm,84kg,A,右投右打,2022年,（育）5位,桐蔭学園高－巨人,桐蔭学園高,,巨人,2004-5-28,
2100531,https://baseball.yahoo.co.jp/npb/player/2100531/top,ティマ,ティマ,読売ジャイアンツ,13,外野手,ドミニカ共和国,2004年9月25日,194cm,106kg,不明,右投右打,--,--,フアン・ホセ・ドゥアルテ校－巨人,フアン・ホセ・ドゥアルテ校,,巨人,2004-9-25,
2120155,https://baseball.yahoo.co.jp/npb/player/2120155/top,フェリス,フェリス,読売ジャイアンツ,49,外野手,ドミニカ共和国,2002年9月7日,200cm,127kg,不明,左投左打,--,--,フアナ・デ・アルコ高－ブルージェイズ傘下－巨人,フアナ・デ・アルコ高,,巨人,2002-9-7,
2100225,https://baseball.yahoo.co.jp/npb/player/2100225/top,笹原 操希,笹原 操希,読売ジャイアンツ,69,外野手,長野,2004年2月9日,180cm,86kg,O,右投右打,2021年,（育）4位,上田西高（甲）－巨人,上田西高,,巨人,2004-2-9,
1961046,https://baseball.yahoo.co.jp/npb/player/1961046/top,キハダ,キハダ,東京ヤクルトスワローズ,11,投手,ベネズエラ,1995年11月9日,180cm,97kg,不明,左投左打,--,--,フランシスコ・デ・ミランダ高－マーリンズ－エンゼルス－3Aソルトレイク－ヤクルト,フランシスコ・デ・ミランダ高,,ヤクルト,1995-11-9,
1200075,https://baseball.yahoo.co.jp/npb/player/1200075/top,石山 泰稚,石山 泰稚,東京ヤクルトスワローズ,12,投手,秋田,1988年9月1日,182cm,83kg,A,右投右打,2012年,1位,金足農高－東北福祉大－ヤマハ－ヤクルト,金足農高,東北福祉大,ヤクルト,1988-9-1,
2113273,https://baseball.yahoo.co.jp/npb/player/2113273/top,中村 優斗,中村 優斗,東京ヤクルトスワローズ,15,投手,長崎,2003年2月8日,176cm,86kg,O,右投左打,2024年,1位,諫早農高－愛知工業大－ヤクルト,諫早農高,愛知工業大,ヤクルト,2003-2-8,
1800033,https://baseball.yahoo.co.jp/npb/player/1800033/top,清水 昇,清水 昇,東京ヤクルトスワローズ,17,投手,東京,1996年10月15日,180cm,95kg,A,右投左打,2018年,1位,帝京高－国学院大－ヤクルト,帝京高,国学院大,ヤクルト,1996-10-15,（中）20、21
1900024,https://baseball.yahoo.co.jp/npb/player/1900024/top,奥川 恭伸,奥川 恭伸,東京ヤクルトスワローズ,18,投手,石川,2001年4月16日,184cm,82kg,O,右投右打,2019年,1位,星稜高（甲）－ヤクルト,星稜高,,ヤクルト,2001-4-16,
12113,https://baseball.yahoo.co.jp/npb/player/12113/top,石川 雅規,石川 雅規,東京ヤクルトスワローズ,19,投手,秋田,1980年1月22日,167cm,73kg,A,左投左打,2001年,自由枠,秋田商高（甲）－青山学院大－ヤクルト,秋田商高,青山学院大,ヤクルト,1980-1-22,（防）08（新）02（ゴ）08
2000024,https://baseball.yahoo.co.jp/npb/player/2000024/top,木澤 尚文,木澤 尚文,東京ヤクルトスワローズ,20,投手,千葉,1998年4月25日,183cm,90kg,O,右投右打,2020年,1位,慶応高－慶応大－ヤクルト,慶応高,慶応大,ヤクルト,1998-4-25,
2103794,https://baseball.yahoo.co.jp/npb/player/2103794/top,吉村 貢司郎,吉村 貢司郎,東京ヤクルトスワローズ,21,投手,東京,1998年1月19日,183cm,85kg,B,右投右打,2022年,1位,日大豊山高－国学院大－東芝－ヤクルト,日大豊山高,国学院大,ヤクルト,1998-1-19,
1600075,https://baseball.yahoo.co.jp/npb/player/1600075/top,星 知弥,星 知弥,東京ヤクルトスワローズ,24,投手,栃木,1994年4月15日,183cm,91kg,O,右投右打,2016年,2位,宇都宮工高－明治大－ヤクルト,宇都宮工高,明治大,ヤクルト,1994-4-15,
2000025,https://baseball.yahoo.co.jp/npb/player/2000025/top,山野 太一,山野 太一,東京ヤクルトスワローズ,26,投手,山口,1999年3月24日,173cm,81kg,B,左投左打,2020年,2位,高川学園高（甲）－東北福祉大－ヤクルト,高川学園高,東北福祉大,ヤクルト,1999-3-24,
1750696,https://baseball.yahoo.co.jp/npb/player/1750696/top,松本 健吾,松本 健吾,東京ヤクルトスワローズ,28,投手,東京,1999年4月14日,180cm,83kg,B,右投右打,2023年,2位,東海大菅生高（甲）－亜細亜大－トヨタ自動車－ヤクルト,東海大菅生高,亜細亜大,ヤクルト,1999-4-14,
1200076,https://baseball.yahoo.co.jp/npb/player/1200076/top,小川 泰弘,小川 泰弘,東京ヤクルトスワローズ,29,投手,愛知,1990年5月16日,172cm,82kg,A,右投右打,2012年,2位,成章高（甲）－創価大－ヤクルト,成章高,創価大,ヤクルト,1990-5-16,（率）13（勝）13（新）13
2117400,https://baseball.yahoo.co.jp/npb/player/2117400/top,荘司 宏太,荘司 宏太,東京ヤクルトスワローズ,30,投手,東京,2000年5月22日,172cm,90kg,AB,左投左打,2024年,3位,駿台甲府高－国士舘大－セガサミー－ヤクルト,駿台甲府高,国士舘大,ヤクルト,2000-5-22,（新）25
2118296,https://baseball.yahoo.co.jp/npb/player/2118296/top,山崎 太陽,山崎 太陽,東京ヤクルトスワローズ,33,投手,東京,2003年7月6日,193cm,87kg,不明,右投右打,2025年,3位,帝京五高－創価大－ヤクルト,帝京五高,創価大,ヤクルト,2003-7-6,
1300029,https://baseball.yahoo.co.jp/npb/player/1300029/top,田口 麗斗,田口 麗斗,東京ヤクルトスワローズ,34,投手,広島,1995年9月14日,171cm,79kg,B,左投左打,2013年,3位,広島新庄高－巨人－ヤクルト,広島新庄高,,ヤクルト,1995-9-14,
1851155,https://baseball.yahoo.co.jp/npb/player/1851155/top,石原 勇輝,石原 勇輝,東京ヤクルトスワローズ,35,投手,広島,2001年8月30日,180cm,87kg,B,左投左打,2023年,3位,広陵高（甲）－明治大－ヤクルト,広陵高,明治大,ヤクルト,2001-8-30,
1300045,https://baseball.yahoo.co.jp/npb/player/1300045/top,高梨 裕稔,高梨 裕稔,東京ヤクルトスワローズ,40,投手,千葉,1991年6月5日,188cm,94kg,B,右投右打,2013年,4位,土気高－山梨学院大－日本ハム－ヤクルト,土気高,山梨学院大,ヤクルト,1991-6-5,（新）16
1600121,https://baseball.yahoo.co.jp/npb/player/1600121/top,拓也,拓也,東京ヤクルトスワローズ,41,投手,東京,1994年12月31日,176cm,99kg,O,右投右打,2016年,1位,慶応高－慶応大－広島－ヤクルト,慶応高,慶応大,ヤクルト,1994-12-31,
1750894,https://baseball.yahoo.co.jp/npb/player/1750894/top,増居 翔太,増居 翔太,東京ヤクルトスワローズ,43,投手,滋賀,2000年5月25日,173cm,74kg,B,左投左打,2025年,4位,彦根東高（甲）－慶応大－トヨタ自動車－ヤクルト,彦根東高,慶応大,ヤクルト,2000-5-25,
1900027,https://baseball.yahoo.co.jp/npb/player/1900027/top,大西 広樹,大西 広樹,東京ヤクルトスワローズ,44,投手,奈良,1997年11月8日,175cm,92kg,O,右投右打,2019年,4位,大商大高－大阪商業大－ヤクルト,大商大高,大阪商業大,ヤクルト,1997-11-8,
1500139,https://baseball.yahoo.co.jp/npb/player/1500139/top,小澤 怜史,小澤 怜史,東京ヤクルトスワローズ,45,投手,静岡,1998年3月9日,182cm,87kg,A,右投左打,2015年,2位,日大三島高－ソフトバンク－ヤクルト,日大三島高,,ヤクルト,1998-3-9,
2000062,https://baseball.yahoo.co.jp/npb/player/2000062/top,大道 温貴,大道 温貴,東京ヤクルトスワローズ,46,投手,埼玉,1999年1月20日,180cm,91kg,O,右投右打,2020年,3位,春日部共栄高－八戸学院大－広島－ヤクルト,春日部共栄高,八戸学院大,ヤクルト,1999-1-20,
1500042,https://baseball.yahoo.co.jp/npb/player/1500042/top,高橋 奎二,高橋 奎二,東京ヤクルトスワローズ,47,投手,京都,1997年5月14日,180cm,83kg,O,左投左打,2015年,3位,龍谷大平安高（甲）－ヤクルト,龍谷大平安高,,ヤクルト,1997-5-14,
2111314,https://baseball.yahoo.co.jp/npb/player/2111314/top,鈴木 蓮吾,鈴木 蓮吾,東京ヤクルトスワローズ,49,投手,東京,2007年8月18日,177cm,70kg,不明,左投左打,2025年,5位,東海大甲府高（甲）－ヤクルト,東海大甲府高,,ヤクルト,2007-8-18,
1600169,https://baseball.yahoo.co.jp/npb/player/1600169/top,長谷川 宙輝,長谷川 宙輝,東京ヤクルトスワローズ,53,投手,東京,1998年8月23日,176cm,86kg,O,左投左打,2016年,（育）2位,聖徳学園高－ソフトバンク－ヤクルト,聖徳学園高,,ヤクルト,1998-8-23,
2107848,https://baseball.yahoo.co.jp/npb/player/2107848/top,坂本 拓己,坂本 拓己,東京ヤクルトスワローズ,56,投手,北海道,2004年7月6日,180cm,85kg,A,左投左打,2022年,4位,知内高－ヤクルト,知内高,,ヤクルト,2004-7-6,
2108291,https://baseball.yahoo.co.jp/npb/player/2108291/top,ウォルターズ,ウォルターズ,東京ヤクルトスワローズ,58,投手,アメリカ,1997年5月18日,195cm,102kg,不明,右投右打,--,--,エンゼルス－2Aハリスバーグ－中日－ヤクルト,エンゼルス,,ヤクルト,1997-5-18,
2103692,https://baseball.yahoo.co.jp/npb/player/2103692/top,飯田 琉斗,飯田 琉斗,東京ヤクルトスワローズ,61,投手,神奈川,1999年6月24日,187cm,100kg,不明,右投右打,2025年,7位,向上高－横浜商科大－ENEOS－ヤクルト,向上高,横浜商科大,ヤクルト,1999-6-24,
2122334,https://baseball.yahoo.co.jp/npb/player/2122334/top,リランソ,リランソ,東京ヤクルトスワローズ,62,投手,ドミニカ共和国,1995年3月7日,188cm,112kg,不明,右投右打,--,--,コレヒオ・ヌエバ・エスペランサ高－3Aナッシュビル－ヤクルト,コレヒオ・ヌエバ・エスペランサ高,,ヤクルト,1995-3-7,
1700060,https://baseball.yahoo.co.jp/npb/player/1700060/top,阪口 皓亮,阪口 皓亮,東京ヤクルトスワローズ,66,投手,大阪,1999年8月15日,188cm,90kg,O,右投左打,2017年,3位,北海高（甲）－DeNA－ヤクルト,北海高,,ヤクルト,1999-8-15,
2000033,https://baseball.yahoo.co.jp/npb/player/2000033/top,丸山 翔大,丸山 翔大,東京ヤクルトスワローズ,68,投手,福岡,1998年8月22日,194cm,90kg,A,右投左打,2020年,（育）4位,小倉工高－西日本工大－ヤクルト,小倉工高,西日本工大,ヤクルト,1998-8-22,
2107908,https://baseball.yahoo.co.jp/npb/player/2107908/top,下川 隼佑,下川 隼佑,東京ヤクルトスワローズ,69,投手,神奈川,2000年3月22日,176cm,88kg,A,右投右打,2024年,（育）3位,湘南工大付高－神奈川工科大－BCリーグ・新潟－オイシックス－ヤクルト,湘南工大付高,神奈川工科大,ヤクルト,2000-3-22,
2105626,https://baseball.yahoo.co.jp/npb/player/2105626/top,廣澤 優,廣澤 優,東京ヤクルトスワローズ,70,投手,東京,2001年4月27日,193cm,102kg,O,右投右打,2024年,（育）2位,日大三高（甲）－JFE東日本－四国ILplus・愛媛－ヤクルト,日大三高,,ヤクルト,2001-4-27,
1800031,https://baseball.yahoo.co.jp/npb/player/1800031/top,沼田 翔平,沼田 翔平,東京ヤクルトスワローズ,71,投手,北海道,2000年6月24日,175cm,80kg,AB,右投右打,2018年,（育）3位,旭川大高（甲）－巨人－ヤクルト,旭川大高,,ヤクルト,2000-6-24,
1500090,https://baseball.yahoo.co.jp/npb/player/1500090/top,青柳 晃洋,青柳 晃洋,東京ヤクルトスワローズ,99,投手,神奈川,1993年12月11日,183cm,83kg,B,右投右打,2015年,5位,川崎工科高－帝京大－阪神－フィリーズ－2Aリーディング－ヤクルト,川崎工科高,帝京大,ヤクルト,1993-12-11,（率）21、22（防）22（勝）21、22（ベ）22
2000133,https://baseball.yahoo.co.jp/npb/player/2000133/top,オスナ,オスナ,東京ヤクルトスワローズ,13,内野手,ベネズエラ,1992年12月12日,188cm,106kg,不明,右投右打,--,--,ヌエストラセニョーラデファテマ高－パイレーツ－ヤクルト,ヌエストラセニョーラデファテマ高,,ヤクルト,1992-12-12,（ベ）22
2103343,https://baseball.yahoo.co.jp/npb/player/2103343/top,竹山 日向,竹山 日向,東京ヤクルトスワローズ,13,投手,愛知,2003年11月2日,182cm,86kg,B,右投右打,2021年,5位,享栄高－ヤクルト,享栄高,,ヤクルト,2003-11-2,
1950494,https://baseball.yahoo.co.jp/npb/player/1950494/top,西舘 昂汰,西舘 昂汰,東京ヤクルトスワローズ,14,投手,福岡,2001年6月9日,189cm,94kg,不明,右投右打,2023年,1位,筑陽学園高（甲）－専修大－ヤクルト,筑陽学園高,専修大,ヤクルト,2001-6-9,
2121537,https://baseball.yahoo.co.jp/npb/player/2121537/top,小宮 悠瞳,小宮 悠瞳,東京ヤクルトスワローズ,15,投手,神奈川,2007年6月8日,180cm,70kg,不明,左投左打,2025年,（育）1位,川崎総合科学高－ヤクルト,川崎総合科学高,,ヤクルト,2007-6-8,
2103814,https://baseball.yahoo.co.jp/npb/player/2103814/top,西濱 勇星,西濱 勇星,東京ヤクルトスワローズ,16,投手,群馬,2002年11月23日,181cm,80kg,O,右投左打,2022年,（育）1位,関東学園大付高－BCリーグ・群馬－オリックス－くふうハヤテ－ヤクルト,関東学園大付高,,ヤクルト,2002-11-23,
